sale_id,sale_date,store_id,product_id,quantity,unit_price,unit_cost,revenue,cogs,gross_profit,loadshed_stage,loadshed_hours,was_loadshedding,loadshed_severity,sale_year,sale_month,sale_month_name,sale_day_of_week,is_weekend
TXN017578,2024-01-07,S003,P002,2,32.99,22.0,65.98,44.0,21.98,1,2,True,Low,2024,1,January,Sunday,1
TXN017579,2024-01-07,S002,P005,1,62.99,42.0,62.99,42.0,20.99,1,2,True,Low,2024,1,January,Sunday,1
TXN017580,2024-01-07,S005,P001,1,22.99,14.99,22.99,14.99,8.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017581,2024-01-07,S004,P006,5,44.99,28.0,224.95,140.0,84.95,1,2,True,Low,2024,1,January,Sunday,1
TXN017582,2024-01-07,S001,P004,5,54.99,38.0,274.95,190.0,84.95,1,2,True,Low,2024,1,January,Sunday,1
TXN017583,2024-01-07,S002,P006,1,44.99,28.0,44.99,28.0,16.99,1,2,True,Low,2024,1,January,Sunday,1
TXN017584,2024-01-07,S002,P003,3,99.99,65.0,299.97,195.0,104.97,1,2,True,Low,2024,1,January,Sunday,1
TXN017585,2024-01-07,S004,P003,3,99.99,65.0,299.97,195.0,104.97,1,2,True,Low,2024,1,January,Sunday,1
TXN017586,2024-01-07,S004,P010,3,32.99,20.0,98.97,60.0,38.97,1,2,True,Low,2024,1,January,Sunday,1
TXN017587,2024-01-07,S005,P008,4,69.99,45.0,279.96,180.0,99.96,1,2,True,Low,2024,1,January,Sunday,1
TXN017588,2024-01-07,S004,P001,4,22.99,14.99,91.96,59.96,32.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017589,2024-01-07,S003,P007,3,84.99,55.0,254.97,165.0,89.97,1,2,True,Low,2024,1,January,Sunday,1
TXN017590,2024-01-07,S005,P003,4,99.99,65.0,399.96,260.0,139.96,1,2,True,Low,2024,1,January,Sunday,1
TXN017591,2024-01-07,S001,P004,4,54.99,38.0,219.96,152.0,67.96,1,2,True,Low,2024,1,January,Sunday,1
TXN017592,2024-01-07,S004,P001,5,22.99,14.99,114.95,74.95,40.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017593,2024-01-07,S001,P002,1,32.99,22.0,32.99,22.0,10.99,1,2,True,Low,2024,1,January,Sunday,1
TXN017594,2024-01-07,S001,P001,2,22.99,14.99,45.98,29.98,16.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017595,2024-01-07,S003,P005,5,62.99,42.0,314.95,210.0,104.95,1,2,True,Low,2024,1,January,Sunday,1
TXN017596,2024-01-07,S003,P001,4,22.99,14.99,91.96,59.96,32.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017597,2024-01-07,S003,P010,2,32.99,20.0,65.98,40.0,25.98,1,2,True,Low,2024,1,January,Sunday,1
TXN017598,2024-01-07,S001,P002,5,32.99,22.0,164.95,110.0,54.95,1,2,True,Low,2024,1,January,Sunday,1
TXN017599,2024-01-07,S003,P008,5,69.99,45.0,349.95,225.0,124.95,1,2,True,Low,2024,1,January,Sunday,1
TXN017600,2024-01-07,S001,P001,3,22.99,14.99,68.97,44.97,24.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017601,2024-01-07,S005,P005,1,62.99,42.0,62.99,42.0,20.99,1,2,True,Low,2024,1,January,Sunday,1
TXN017602,2024-01-07,S001,P001,4,22.99,14.99,91.96,59.96,32.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017603,2024-01-07,S002,P003,1,99.99,65.0,99.99,65.0,34.99,1,2,True,Low,2024,1,January,Sunday,1
TXN017604,2024-01-07,S005,P005,2,62.99,42.0,125.98,84.0,41.98,1,2,True,Low,2024,1,January,Sunday,1
TXN017605,2024-01-07,S003,P001,5,22.99,14.99,114.95,74.95,40.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017606,2024-01-07,S002,P010,1,32.99,20.0,32.99,20.0,12.99,1,2,True,Low,2024,1,January,Sunday,1
TXN017607,2024-01-07,S003,P007,1,84.99,55.0,84.99,55.0,29.99,1,2,True,Low,2024,1,January,Sunday,1
TXN017608,2024-01-07,S001,P005,2,62.99,42.0,125.98,84.0,41.98,1,2,True,Low,2024,1,January,Sunday,1
TXN017609,2024-01-07,S001,P002,4,32.99,22.0,131.96,88.0,43.96,1,2,True,Low,2024,1,January,Sunday,1
TXN017610,2024-01-07,S003,P001,2,22.99,14.99,45.98,29.98,16.0,1,2,True,Low,2024,1,January,Sunday,1
TXN017611,2024-01-07,S001,P002,3,32.99,22.0,98.97,66.0,32.97,1,2,True,Low,2024,1,January,Sunday,1
TXN017612,2024-01-07,S001,P006,2,44.99,28.0,89.98,56.0,33.98,1,2,True,Low,2024,1,January,Sunday,1
TXN017613,2024-01-07,S003,P002,5,32.99,22.0,164.95,110.0,54.95,1,2,True,Low,2024,1,January,Sunday,1
TXN017614,2024-01-07,S004,P009,5,29.99,18.0,149.95,90.0,59.95,1,2,True,Low,2024,1,January,Sunday,1
TXN017615,2024-01-07,S001,P006,4,44.99,28.0,179.96,112.0,67.96,1,2,True,Low,2024,1,January,Sunday,1
TXN017616,2024-01-08,S004,P001,4,22.99,14.99,91.96,59.96,32.0,2,4,True,Low,2024,1,January,Monday,0
TXN017617,2024-01-08,S001,P006,3,44.99,28.0,134.97,84.0,50.97,2,4,True,Low,2024,1,January,Monday,0
TXN017618,2024-01-08,S003,P002,5,32.99,22.0,164.95,110.0,54.95,2,4,True,Low,2024,1,January,Monday,0
TXN017619,2024-01-08,S003,P004,1,54.99,38.0,54.99,38.0,16.99,2,4,True,Low,2024,1,January,Monday,0
TXN017620,2024-01-08,S004,P006,1,44.99,28.0,44.99,28.0,16.99,2,4,True,Low,2024,1,January,Monday,0
TXN017621,2024-01-08,S003,P010,1,32.99,20.0,32.99,20.0,12.99,2,4,True,Low,2024,1,January,Monday,0
TXN017622,2024-01-08,S002,P005,4,62.99,42.0,251.96,168.0,83.96,2,4,True,Low,2024,1,January,Monday,0
TXN017623,2024-01-08,S001,P008,2,69.99,45.0,139.98,90.0,49.98,2,4,True,Low,2024,1,January,Monday,0
TXN017624,2024-01-08,S003,P002,2,32.99,22.0,65.98,44.0,21.98,2,4,True,Low,2024,1,January,Monday,0
TXN017625,2024-01-08,S004,P009,1,29.99,18.0,29.99,18.0,11.99,2,4,True,Low,2024,1,January,Monday,0
TXN017626,2024-01-08,S003,P002,1,32.99,22.0,32.99,22.0,10.99,2,4,True,Low,2024,1,January,Monday,0
TXN017627,2024-01-08,S001,P002,4,32.99,22.0,131.96,88.0,43.96,2,4,True,Low,2024,1,January,Monday,0
TXN017628,2024-01-08,S004,P003,1,99.99,65.0,99.99,65.0,34.99,2,4,True,Low,2024,1,January,Monday,0
TXN017629,2024-01-08,S002,P005,3,62.99,42.0,188.97,126.0,62.97,2,4,True,Low,2024,1,January,Monday,0
TXN017630,2024-01-08,S002,P010,3,32.99,20.0,98.97,60.0,38.97,2,4,True,Low,2024,1,January,Monday,0
TXN017631,2024-01-08,S001,P002,4,32.99,22.0,131.96,88.0,43.96,2,4,True,Low,2024,1,January,Monday,0
TXN017632,2024-01-08,S004,P002,3,32.99,22.0,98.97,66.0,32.97,2,4,True,Low,2024,1,January,Monday,0
TXN017633,2024-01-08,S003,P001,4,22.99,14.99,91.96,59.96,32.0,2,4,True,Low,2024,1,January,Monday,0
TXN017634,2024-01-08,S003,P003,3,99.99,65.0,299.97,195.0,104.97,2,4,True,Low,2024,1,January,Monday,0
TXN017635,2024-01-08,S001,P004,1,54.99,38.0,54.99,38.0,16.99,2,4,True,Low,2024,1,January,Monday,0
TXN017636,2024-01-08,S002,P008,4,69.99,45.0,279.96,180.0,99.96,2,4,True,Low,2024,1,January,Monday,0
TXN017637,2024-01-08,S002,P002,2,32.99,22.0,65.98,44.0,21.98,2,4,True,Low,2024,1,January,Monday,0
TXN017638,2024-01-08,S004,P001,2,22.99,14.99,45.98,29.98,16.0,2,4,True,Low,2024,1,January,Monday,0
TXN017639,2024-01-08,S001,P006,5,44.99,28.0,224.95,140.0,84.95,2,4,True,Low,2024,1,January,Monday,0
TXN017640,2024-01-08,S003,P005,2,62.99,42.0,125.98,84.0,41.98,2,4,True,Low,2024,1,January,Monday,0
TXN017641,2024-01-08,S001,P005,5,62.99,42.0,314.95,210.0,104.95,2,4,True,Low,2024,1,January,Monday,0
TXN017642,2024-01-08,S004,P009,1,29.99,18.0,29.99,18.0,11.99,2,4,True,Low,2024,1,January,Monday,0
TXN017643,2024-01-08,S004,P010,5,32.99,20.0,164.95,100.0,64.95,2,4,True,Low,2024,1,January,Monday,0
TXN017644,2024-01-08,S003,P003,2,99.99,65.0,199.98,130.0,69.98,2,4,True,Low,2024,1,January,Monday,0
TXN017645,2024-01-08,S004,P004,1,54.99,38.0,54.99,38.0,16.99,2,4,True,Low,2024,1,January,Monday,0
TXN017646,2024-01-08,S001,P002,5,32.99,22.0,164.95,110.0,54.95,2,4,True,Low,2024,1,January,Monday,0
TXN017647,2024-01-08,S005,P010,2,32.99,20.0,65.98,40.0,25.98,2,4,True,Low,2024,1,January,Monday,0
TXN017648,2024-01-08,S005,P002,1,32.99,22.0,32.99,22.0,10.99,2,4,True,Low,2024,1,January,Monday,0
TXN017649,2024-01-08,S001,P005,1,62.99,42.0,62.99,42.0,20.99,2,4,True,Low,2024,1,January,Monday,0
TXN017650,2024-01-08,S005,P010,5,32.99,20.0,164.95,100.0,64.95,2,4,True,Low,2024,1,January,Monday,0
TXN017651,2024-01-08,S002,P002,5,32.99,22.0,164.95,110.0,54.95,2,4,True,Low,2024,1,January,Monday,0
TXN017652,2024-01-08,S001,P008,5,69.99,45.0,349.95,225.0,124.95,2,4,True,Low,2024,1,January,Monday,0
TXN017653,2024-01-08,S002,P003,5,99.99,65.0,499.95,325.0,174.95,2,4,True,Low,2024,1,January,Monday,0
TXN017654,2024-01-08,S004,P009,3,29.99,18.0,89.97,54.0,35.97,2,4,True,Low,2024,1,January,Monday,0
TXN017655,2024-01-08,S003,P002,5,32.99,22.0,164.95,110.0,54.95,2,4,True,Low,2024,1,January,Monday,0
TXN017656,2024-01-08,S005,P005,2,62.99,42.0,125.98,84.0,41.98,2,4,True,Low,2024,1,January,Monday,0
TXN017657,2024-01-08,S003,P006,2,44.99,28.0,89.98,56.0,33.98,2,4,True,Low,2024,1,January,Monday,0
TXN017658,2024-01-08,S003,P005,1,62.99,42.0,62.99,42.0,20.99,2,4,True,Low,2024,1,January,Monday,0
TXN017659,2024-01-08,S004,P003,4,99.99,65.0,399.96,260.0,139.96,2,4,True,Low,2024,1,January,Monday,0
TXN017660,2024-01-08,S002,P005,4,62.99,42.0,251.96,168.0,83.96,2,4,True,Low,2024,1,January,Monday,0
TXN017661,2024-01-08,S005,P004,4,54.99,38.0,219.96,152.0,67.96,2,4,True,Low,2024,1,January,Monday,0
TXN017662,2024-01-08,S004,P010,4,32.99,20.0,131.96,80.0,51.96,2,4,True,Low,2024,1,January,Monday,0
TXN017663,2024-01-08,S005,P005,1,62.99,42.0,62.99,42.0,20.99,2,4,True,Low,2024,1,January,Monday,0
TXN017664,2024-01-08,S001,P002,3,32.99,22.0,98.97,66.0,32.97,2,4,True,Low,2024,1,January,Monday,0
TXN017665,2024-01-08,S002,P002,5,32.99,22.0,164.95,110.0,54.95,2,4,True,Low,2024,1,January,Monday,0
TXN017666,2024-01-08,S004,P003,2,99.99,65.0,199.98,130.0,69.98,2,4,True,Low,2024,1,January,Monday,0
TXN017667,2024-01-08,S002,P005,1,62.99,42.0,62.99,42.0,20.99,2,4,True,Low,2024,1,January,Monday,0
TXN017668,2024-01-08,S004,P007,4,84.99,55.0,339.96,220.0,119.96,2,4,True,Low,2024,1,January,Monday,0
TXN017669,2024-01-08,S005,P008,5,69.99,45.0,349.95,225.0,124.95,2,4,True,Low,2024,1,January,Monday,0
TXN017670,2024-01-08,S004,P004,4,54.99,38.0,219.96,152.0,67.96,2,4,True,Low,2024,1,January,Monday,0
TXN017671,2024-01-09,S001,P009,1,29.99,18.0,29.99,18.0,11.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017672,2024-01-09,S001,P008,5,69.99,45.0,349.95,225.0,124.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017673,2024-01-09,S003,P003,1,99.99,65.0,99.99,65.0,34.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017674,2024-01-09,S005,P009,2,29.99,18.0,59.98,36.0,23.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017675,2024-01-09,S001,P006,2,44.99,28.0,89.98,56.0,33.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017676,2024-01-09,S001,P004,3,54.99,38.0,164.97,114.0,50.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017677,2024-01-09,S005,P008,2,69.99,45.0,139.98,90.0,49.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017678,2024-01-09,S005,P001,2,22.99,14.99,45.98,29.98,16.0,2,4,True,Low,2024,1,January,Tuesday,0
TXN017679,2024-01-09,S004,P004,4,54.99,38.0,219.96,152.0,67.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017680,2024-01-09,S004,P002,2,32.99,22.0,65.98,44.0,21.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017681,2024-01-09,S001,P001,4,22.99,14.99,91.96,59.96,32.0,2,4,True,Low,2024,1,January,Tuesday,0
TXN017682,2024-01-09,S005,P003,3,99.99,65.0,299.97,195.0,104.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017683,2024-01-09,S002,P002,4,32.99,22.0,131.96,88.0,43.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017684,2024-01-09,S001,P007,5,84.99,55.0,424.95,275.0,149.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017685,2024-01-09,S005,P007,4,84.99,55.0,339.96,220.0,119.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017686,2024-01-09,S001,P002,1,32.99,22.0,32.99,22.0,10.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017687,2024-01-09,S003,P009,1,29.99,18.0,29.99,18.0,11.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017688,2024-01-09,S005,P004,1,54.99,38.0,54.99,38.0,16.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017689,2024-01-09,S002,P010,4,32.99,20.0,131.96,80.0,51.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017690,2024-01-09,S004,P007,2,84.99,55.0,169.98,110.0,59.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017691,2024-01-09,S001,P007,5,84.99,55.0,424.95,275.0,149.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017692,2024-01-09,S002,P007,2,84.99,55.0,169.98,110.0,59.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017693,2024-01-09,S005,P004,5,54.99,38.0,274.95,190.0,84.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017694,2024-01-09,S001,P006,4,44.99,28.0,179.96,112.0,67.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017695,2024-01-09,S004,P007,4,84.99,55.0,339.96,220.0,119.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017696,2024-01-09,S001,P007,3,84.99,55.0,254.97,165.0,89.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017697,2024-01-09,S001,P006,5,44.99,28.0,224.95,140.0,84.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017698,2024-01-09,S001,P001,3,22.99,14.99,68.97,44.97,24.0,2,4,True,Low,2024,1,January,Tuesday,0
TXN017699,2024-01-09,S005,P001,1,22.99,14.99,22.99,14.99,8.0,2,4,True,Low,2024,1,January,Tuesday,0
TXN017700,2024-01-09,S002,P009,1,29.99,18.0,29.99,18.0,11.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017701,2024-01-09,S005,P007,2,84.99,55.0,169.98,110.0,59.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017702,2024-01-09,S001,P006,5,44.99,28.0,224.95,140.0,84.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017703,2024-01-09,S001,P009,3,29.99,18.0,89.97,54.0,35.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017704,2024-01-09,S004,P006,3,44.99,28.0,134.97,84.0,50.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017705,2024-01-09,S001,P005,5,62.99,42.0,314.95,210.0,104.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017706,2024-01-09,S003,P010,1,32.99,20.0,32.99,20.0,12.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017707,2024-01-09,S003,P003,2,99.99,65.0,199.98,130.0,69.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017708,2024-01-09,S001,P007,4,84.99,55.0,339.96,220.0,119.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017709,2024-01-09,S003,P001,1,22.99,14.99,22.99,14.99,8.0,2,4,True,Low,2024,1,January,Tuesday,0
TXN017710,2024-01-09,S005,P003,5,99.99,65.0,499.95,325.0,174.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017711,2024-01-09,S001,P010,4,32.99,20.0,131.96,80.0,51.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017712,2024-01-09,S001,P007,5,84.99,55.0,424.95,275.0,149.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017713,2024-01-09,S005,P002,1,32.99,22.0,32.99,22.0,10.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017714,2024-01-09,S005,P005,5,62.99,42.0,314.95,210.0,104.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017715,2024-01-09,S004,P004,4,54.99,38.0,219.96,152.0,67.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017716,2024-01-09,S003,P009,5,29.99,18.0,149.95,90.0,59.95,2,4,True,Low,2024,1,January,Tuesday,0
TXN017717,2024-01-09,S002,P001,2,22.99,14.99,45.98,29.98,16.0,2,4,True,Low,2024,1,January,Tuesday,0
TXN017718,2024-01-09,S004,P002,4,32.99,22.0,131.96,88.0,43.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017719,2024-01-09,S005,P005,1,62.99,42.0,62.99,42.0,20.99,2,4,True,Low,2024,1,January,Tuesday,0
TXN017720,2024-01-09,S004,P002,4,32.99,22.0,131.96,88.0,43.96,2,4,True,Low,2024,1,January,Tuesday,0
TXN017721,2024-01-09,S003,P008,3,69.99,45.0,209.97,135.0,74.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017722,2024-01-09,S001,P001,3,22.99,14.99,68.97,44.97,24.0,2,4,True,Low,2024,1,January,Tuesday,0
TXN017723,2024-01-09,S004,P004,3,54.99,38.0,164.97,114.0,50.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017724,2024-01-09,S001,P004,3,54.99,38.0,164.97,114.0,50.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017725,2024-01-09,S003,P008,2,69.99,45.0,139.98,90.0,49.98,2,4,True,Low,2024,1,January,Tuesday,0
TXN017726,2024-01-09,S005,P003,3,99.99,65.0,299.97,195.0,104.97,2,4,True,Low,2024,1,January,Tuesday,0
TXN017727,2024-01-09,S005,P001,2,22.99,14.99,45.98,29.98,16.0,2,4,True,Low,2024,1,January,Tuesday,0
TXN017728,2024-01-10,S001,P007,2,84.99,55.0,169.98,110.0,59.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017729,2024-01-10,S001,P010,2,32.99,20.0,65.98,40.0,25.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017730,2024-01-10,S004,P007,3,84.99,55.0,254.97,165.0,89.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017731,2024-01-10,S004,P009,4,29.99,18.0,119.96,72.0,47.96,1,2,True,Low,2024,1,January,Wednesday,0
TXN017732,2024-01-10,S004,P006,4,44.99,28.0,179.96,112.0,67.96,1,2,True,Low,2024,1,January,Wednesday,0
TXN017733,2024-01-10,S002,P006,3,44.99,28.0,134.97,84.0,50.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017734,2024-01-10,S003,P002,2,32.99,22.0,65.98,44.0,21.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017735,2024-01-10,S004,P005,3,62.99,42.0,188.97,126.0,62.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017736,2024-01-10,S005,P004,2,54.99,38.0,109.98,76.0,33.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017737,2024-01-10,S001,P008,5,69.99,45.0,349.95,225.0,124.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017738,2024-01-10,S002,P002,1,32.99,22.0,32.99,22.0,10.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017739,2024-01-10,S005,P008,1,69.99,45.0,69.99,45.0,24.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017740,2024-01-10,S002,P001,4,22.99,14.99,91.96,59.96,32.0,1,2,True,Low,2024,1,January,Wednesday,0
TXN017741,2024-01-10,S001,P009,1,29.99,18.0,29.99,18.0,11.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017742,2024-01-10,S001,P002,2,32.99,22.0,65.98,44.0,21.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017743,2024-01-10,S001,P003,5,99.99,65.0,499.95,325.0,174.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017744,2024-01-10,S002,P003,3,99.99,65.0,299.97,195.0,104.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017745,2024-01-10,S004,P002,1,32.99,22.0,32.99,22.0,10.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017746,2024-01-10,S005,P010,1,32.99,20.0,32.99,20.0,12.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017747,2024-01-10,S004,P010,3,32.99,20.0,98.97,60.0,38.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017748,2024-01-10,S005,P008,5,69.99,45.0,349.95,225.0,124.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017749,2024-01-10,S001,P006,4,44.99,28.0,179.96,112.0,67.96,1,2,True,Low,2024,1,January,Wednesday,0
TXN017750,2024-01-10,S001,P007,5,84.99,55.0,424.95,275.0,149.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017751,2024-01-10,S004,P001,4,22.99,14.99,91.96,59.96,32.0,1,2,True,Low,2024,1,January,Wednesday,0
TXN017752,2024-01-10,S003,P005,3,62.99,42.0,188.97,126.0,62.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017753,2024-01-10,S001,P010,3,32.99,20.0,98.97,60.0,38.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017754,2024-01-10,S005,P004,3,54.99,38.0,164.97,114.0,50.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017755,2024-01-10,S001,P007,4,84.99,55.0,339.96,220.0,119.96,1,2,True,Low,2024,1,January,Wednesday,0
TXN017756,2024-01-10,S002,P003,2,99.99,65.0,199.98,130.0,69.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017757,2024-01-10,S004,P008,2,69.99,45.0,139.98,90.0,49.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017758,2024-01-10,S001,P007,1,84.99,55.0,84.99,55.0,29.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017759,2024-01-10,S003,P006,1,44.99,28.0,44.99,28.0,16.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017760,2024-01-10,S004,P003,1,99.99,65.0,99.99,65.0,34.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017761,2024-01-10,S005,P003,3,99.99,65.0,299.97,195.0,104.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017762,2024-01-10,S003,P007,3,84.99,55.0,254.97,165.0,89.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017763,2024-01-10,S002,P010,1,32.99,20.0,32.99,20.0,12.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017764,2024-01-10,S005,P009,3,29.99,18.0,89.97,54.0,35.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017765,2024-01-10,S005,P007,5,84.99,55.0,424.95,275.0,149.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017766,2024-01-10,S003,P007,5,84.99,55.0,424.95,275.0,149.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017767,2024-01-10,S002,P010,2,32.99,20.0,65.98,40.0,25.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017768,2024-01-10,S004,P010,3,32.99,20.0,98.97,60.0,38.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017769,2024-01-10,S002,P006,5,44.99,28.0,224.95,140.0,84.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017770,2024-01-10,S005,P002,1,32.99,22.0,32.99,22.0,10.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017771,2024-01-10,S002,P003,5,99.99,65.0,499.95,325.0,174.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017772,2024-01-10,S005,P005,4,62.99,42.0,251.96,168.0,83.96,1,2,True,Low,2024,1,January,Wednesday,0
TXN017773,2024-01-10,S001,P007,3,84.99,55.0,254.97,165.0,89.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017774,2024-01-10,S003,P005,2,62.99,42.0,125.98,84.0,41.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017775,2024-01-10,S004,P004,2,54.99,38.0,109.98,76.0,33.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017776,2024-01-10,S001,P007,5,84.99,55.0,424.95,275.0,149.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017777,2024-01-10,S005,P001,3,22.99,14.99,68.97,44.97,24.0,1,2,True,Low,2024,1,January,Wednesday,0
TXN017778,2024-01-10,S003,P008,2,69.99,45.0,139.98,90.0,49.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017779,2024-01-10,S005,P008,3,69.99,45.0,209.97,135.0,74.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017780,2024-01-10,S004,P008,2,69.99,45.0,139.98,90.0,49.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017781,2024-01-10,S005,P002,2,32.99,22.0,65.98,44.0,21.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017782,2024-01-10,S002,P005,5,62.99,42.0,314.95,210.0,104.95,1,2,True,Low,2024,1,January,Wednesday,0
TXN017783,2024-01-10,S001,P001,2,22.99,14.99,45.98,29.98,16.0,1,2,True,Low,2024,1,January,Wednesday,0
TXN017784,2024-01-10,S005,P005,2,62.99,42.0,125.98,84.0,41.98,1,2,True,Low,2024,1,January,Wednesday,0
TXN017785,2024-01-10,S005,P008,3,69.99,45.0,209.97,135.0,74.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017786,2024-01-10,S002,P003,3,99.99,65.0,299.97,195.0,104.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017787,2024-01-10,S001,P007,3,84.99,55.0,254.97,165.0,89.97,1,2,True,Low,2024,1,January,Wednesday,0
TXN017788,2024-01-10,S002,P002,1,32.99,22.0,32.99,22.0,10.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017789,2024-01-10,S004,P007,4,84.99,55.0,339.96,220.0,119.96,1,2,True,Low,2024,1,January,Wednesday,0
TXN017790,2024-01-10,S005,P001,5,22.99,14.99,114.95,74.95,40.0,1,2,True,Low,2024,1,January,Wednesday,0
TXN017791,2024-01-10,S001,P007,1,84.99,55.0,84.99,55.0,29.99,1,2,True,Low,2024,1,January,Wednesday,0
TXN017792,2024-01-10,S004,P001,4,22.99,14.99,91.96,59.96,32.0,1,2,True,Low,2024,1,January,Wednesday,0
